Municipio,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Total
240640 LAGOA DE VELHOS,5,13,30,2,10,6,6,3,4,2,81
240650 LAGOA NOVA,14,14,37,18,12,8,11,18,19,13,164
240660 LAGOA SALGADA,18,14,12,18,10,7,9,12,10,4,114
240670 LAJES,14,13,41,16,11,3,2,3,2,1,106
240680 LAJES PINTADAS,4,27,49,5,11,5,11,11,6,4,133
240690 LUCRECIA,4,1,NA,2,NA,NA,NA,NA,2,1,10
240700 LUIS GOMES,9,8,4,2,1,2,NA,NA,NA,2,28
240710 MACAIBA,68,65,63,47,25,20,31,25,14,17,375
240720 MACAU,20,261,121,29,7,12,20,15,10,21,516
240725 MAJOR SALES,5,1,1,NA,NA,1,NA,NA,NA,NA,8
240730 MARCELINO VIEIRA,4,5,NA,1,1,1,1,1,NA,4,18
240740 MARTINS,6,5,3,NA,1,1,NA,1,NA,4,21
240750 MAXARANGUAPE,11,4,3,3,7,1,11,3,3,3,49
240760 MESSIAS TARGINO,9,5,5,1,NA,1,3,2,NA,NA,26
240770 MONTANHAS,11,17,13,28,12,5,15,25,7,4,137
240780 MONTE ALEGRE,31,28,34,30,19,17,32,16,16,8,231
240790 MONTE DAS GAMELEIRAS,6,15,39,4,8,4,3,4,3,2,88
240800 MOSSORO,417,531,294,266,79,25,36,17,8,10,1683
240810 NATAL,1417,1299,1225,1248,932,732,1163,889,680,368,9953
240820 NISIA FLORESTA,40,32,43,45,30,16,19,23,20,3,271
240830 NOVA CRUZ,77,39,52,55,37,39,38,33,20,14,404
240840 OLHONAD'AGUA DO BORGES,NA,4,2,NA,3,1,3,NA,NA,3,16
240850 OURO BRANCO,3,4,4,4,1,1,1,1,5,NA,24
240860 PARANA,2,3,NA,2,NA,1,1,1,NA,NA,10
240870 PARAU,11,7,3,3,2,NA,1,NA,1,NA,28
240880 PARAZINHO,5,4,2,3,2,4,4,3,NA,6,33
240890 PARELHAS,8,9,7,6,6,1,2,1,4,5,49
240895 RIO DO FOGO,14,6,6,7,5,6,7,6,3,6,66
240910 PASSA E FICA,3,22,53,16,10,10,10,13,4,23,164
240920 PASSAGEM,3,6,1,5,2,1,NA,2,1,1,22
240930 PATU,8,6,8,3,5,1,4,2,3,7,47
240933 SANTA MARIA,1,27,46,11,11,2,2,3,3,1,107
240940 PAU DOS FERROS,21,29,4,5,6,6,1,1,5,2,80
240950 PEDRA GRANDE,2,4,3,4,2,2,1,1,NA,NA,19
240960 PEDRA PRETA,4,5,1,1,3,NA,2,1,1,NA,18
240970 PEDRO AVELINO,9,12,13,6,NA,1,7,2,NA,NA,50
240980 PEDRO VELHO,22,29,34,27,15,14,13,16,18,4,192
240990 PENDENCIAS,12,95,22,11,4,2,5,7,6,4,168
241000 PILOES,4,1,NA,NA,1,1,1,NA,2,NA,10
241010 POCO BRANCO,18,12,4,5,7,6,8,4,4,4,72
241020 PORTALEGRE,4,11,3,2,2,3,NA,NA,NA,NA,25
241025 PORTO DO MANGUE,5,14,10,2,NA,2,NA,NA,NA,NA,33
241030 SERRA CAIADA,13,80,118,15,17,19,10,13,10,10,305
241040 PUREZA,9,8,1,5,3,2,2,4,11,1,46
241050 RAFAEL FERNANDES,2,2,NA,2,1,NA,NA,NA,NA,NA,7
241060 RAFAEL GODEIRO,4,3,2,3,6,NA,7,1,2,NA,28
241070 RIACHO DA CRUZ,4,2,NA,NA,3,1,NA,NA,NA,NA,10
241080 RIACHO DE SANTANA,4,5,1,1,NA,NA,1,NA,NA,NA,12
241090 RIACHUELO,11,22,69,18,11,2,2,2,3,4,144
241100 RODOLFO FERNANDES,NA,10,1,NA,NA,1,1,NA,NA,NA,13
241105 TIBAU,9,8,2,1,2,NA,2,NA,NA,NA,24
241110 RUY BARBOSA,5,8,14,10,10,3,10,3,3,1,67
241120 SANTA CRUZ,49,249,523,51,97,29,30,28,33,65,1154
241140 SANTANA DO MATOS,12,12,9,11,3,5,1,4,2,2,61
241142 SANTANA DO SERIDO,2,4,1,NA,NA,1,NA,3,NA,1,12
241150 SANTO ANTONIO,35,41,46,38,21,24,12,26,15,11,269
241160 SAO BENTO DO NORTE,NA,1,3,1,3,NA,1,3,1,4,17
241170 SAO BENTO DO TRAIRI,7,38,37,2,8,4,5,8,NA,4,113
241180 SAO FERNANDO,1,1,1,1,NA,3,1,1,2,1,12
241190 SAO FRANCISCO DO OESTE,4,3,1,1,NA,NA,NA,NA,1,NA,10
241200 SAO GONCALO DO AMARANTE,716,597,569,482,385,377,498,495,463,471,5053
241210 SAO JOAO DO SABUGI,NA,2,NA,1,2,4,1,NA,4,1,15
241220 SAO JOSE DE MIPIBU,54,65,82,85,43,31,28,59,24,15,486
241230 SAO JOSE DO CAMPESTRE,18,55,108,13,21,10,14,13,9,12,273
241240 SAO JOSE DO SERIDO,NA,3,4,3,3,1,3,1,1,NA,19
241250 SAO MIGUEL,22,32,17,19,7,8,5,15,18,6,149
241255 SAO MIGUEL DO GOSTOSO,8,4,4,4,5,1,10,8,4,4,52
241260 SAO PAULO DO POTENGI,23,62,144,38,33,13,18,17,12,18,378
241270 SAO PEDRO,7,36,42,10,14,2,9,7,4,6,137
241280 SAO RAFAEL,4,4,4,4,5,NA,NA,NA,NA,1,22
241290 SAO TOME,7,42,82,19,20,14,10,9,6,8,217
241300 SAO VICENTE,3,6,12,2,8,5,6,3,2,1,48
241310 SENADOR ELOI DE SOUZA,6,29,69,12,29,8,4,12,6,6,181
241320 SENADOR GEORGINO AVELINO,4,4,7,9,6,3,4,3,3,NA,43
241330 SERRA DE SAO BENTO,3,28,48,11,4,3,3,4,3,8,115
241335 SERRA DO MEL,15,13,14,8,NA,1,5,NA,1,1,58
241340 SERRA NEGRA DO NORTE,2,1,1,5,3,2,NA,2,2,2,20
241350 SERRINHA,7,15,10,8,7,5,8,3,9,NA,72
241355 SERRINHA DOS PINTOS,1,3,1,NA,1,1,1,NA,NA,NA,8
241360 SEVERIANO MELO,13,6,3,NA,NA,NA,NA,NA,NA,1,23
241370 SITIO NOVO,5,27,50,4,15,NA,2,1,2,7,113
241380 TABOLEIRO GRANDE,NA,2,1,2,NA,NA,1,1,NA,NA,7
241390 TAIPU,36,15,13,7,3,2,6,5,5,5,97
241400 TANGARA,17,91,179,20,28,11,9,15,11,15,396
241410 TENENTE ANANIAS,3,4,2,2,3,6,1,1,2,1,25
241415 TENENTE LAURENTINO CRUZ,11,8,24,10,7,2,4,7,3,2,78
241420 TIBAU DO SUL,33,37,39,34,19,13,12,28,19,13,247
241430 TIMBAUBA DOS BATISTAS,NA,1,NA,NA,NA,1,NA,NA,1,2,5
241440 TOUROS,19,10,9,17,21,2,24,15,13,9,139
241445 TRIUNFO POTIGUAR,4,2,3,4,1,NA,NA,1,NA,NA,15
241450 UMARIZAL,11,8,4,3,3,2,3,NA,NA,3,37
241460 UPANEMA,27,15,10,5,4,3,NA,2,NA,1,67
241470 VARZEA,6,4,6,6,2,3,2,4,8,NA,41
241475 VENHANAVER,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2
241480 VERA CRUZ,13,15,24,25,13,6,17,22,11,3,149
241490 VICOSA,4,1,NA,NA,NA,NA,1,NA,NA,NA,6
241500 VILA FLOR,4,1,5,6,1,2,5,3,4,NA,31
 MUNICIPIO IGNORADO NA PB,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4
250010 AGUA BRANCA,14,11,12,4,9,NA,NA,2,5,4,61
250020 AGUIAR,12,10,9,3,6,NA,3,2,1,1,47
250030 ALAGOA GRANDE,16,18,13,39,37,20,38,23,31,64,299
250040 ALAGOA NOVA,26,25,13,19,19,33,19,21,26,23,224
250050 ALAGOINHA,27,9,20,12,7,5,1,4,7,7,99
250053 ALCANTIL,3,4,5,5,3,2,5,3,1,6,37
250057 ALGODAO DE JANDAIRA,NA,6,NA,5,1,5,2,NA,1,3,23
250060 ALHANDRA,43,28,30,18,12,1,28,30,20,24,234
250070 SAO JOAO DO RIO DO PEIXE,2,11,11,8,8,13,19,11,4,11,98
250073 AMPARO,1,NA,2,5,3,NA,NA,2,NA,NA,13
250077 APARECIDA,5,18,27,5,5,3,NA,NA,NA,1,64
250080 ARACAGI,17,18,13,8,3,5,NA,4,3,4,75
250090 ARARA,7,1,2,5,5,15,8,10,7,7,67
250100 ARARUNA,12,12,10,16,10,9,4,6,9,16,104
250110 AREIA,41,23,21,28,23,29,28,29,21,15,258
250115 AREIA DE BARAUNAS,NA,6,3,3,3,NA,NA,1,2,NA,18
250120 AREIAL,4,2,2,7,5,4,11,4,4,7,50
250130 AROEIRAS,24,10,15,16,13,11,8,8,12,16,133
250135 ASSUNCAO,7,9,6,6,7,1,2,3,3,1,45
250140 BAIA DA TRAICAO,14,39,27,14,5,NA,2,3,3,3,110
250150 BANANEIRAS,23,13,18,9,7,7,4,9,10,8,108
250153 BARAUNA,3,NA,1,4,1,3,1,1,2,4,20
250157 BARRA DE SANTANA,10,2,4,5,2,2,2,3,9,6,45
250160 BARRA DE SANTA ROSA,11,8,3,3,2,6,3,2,5,8,51
250170 BARRA DE SAO MIGUEL,8,4,2,2,1,3,1,1,1,7,30
250180 BAYEUX,94,85,101,75,57,614,650,577,51,66,2370
250190 BELEM,11,2,10,8,5,4,1,4,8,12,65
250200 BELEM DO BREJO DO CRUZ,4,4,9,3,3,3,7,11,8,8,60
250205 BERNARDINO BATISTA,2,3,3,3,4,1,2,3,NA,3,24
250210 BOA VENTURA,29,32,33,35,27,2,NA,NA,4,1,163
250215 BOA VISTA,8,4,1,9,4,2,4,1,9,7,49
250220 BOM JESUS,NA,4,3,4,3,3,4,2,NA,1,24
250230 BOM SUCESSO,2,4,NA,1,NA,1,3,1,NA,3,15
250240 BONITO DE SANTA FE,5,9,11,23,14,16,10,9,5,4,106
250250 BOQUEIRAO,28,13,8,9,17,14,17,9,12,13,140
250260 IGARACY,30,19,13,9,9,4,NA,NA,1,5,90
250270 BORBOREMA,4,9,1,4,3,2,2,1,2,4,32
250280 BREJO DO CRUZ,3,5,7,6,9,13,12,11,7,11,84
250290 BREJO DOS SANTOS,7,3,1,3,3,4,6,8,8,5,48
250300 CAAPORA,25,19,36,12,6,4,15,24,11,9,161
250310 CABACEIRAS,6,2,NA,4,3,1,3,1,2,5,27
250320 CABEDELO,61,54,94,40,35,32,63,117,52,64,612
250330 CACHOEIRA DOS INDIOS,7,11,4,6,6,9,20,2,2,3,70
250340 CACIMBA DE AREIA,7,6,1,NA,2,1,NA,NA,1,2,20
250350 CACIMBA DE DENTRO,12,5,11,17,10,9,8,9,9,11,101
250355 CACIMBAS,27,17,9,8,9,1,2,3,4,3,83
250360 CAICARA,4,7,7,NA,1,2,NA,1,3,NA,25
250370 CAJAZEIRAS,47,49,48,36,54,37,102,20,28,21,442
250375 CAJAZEIRINHAS,NA,1,2,NA,NA,NA,NA,1,NA,1,5
250380 CALDAS BRANDAO,12,22,8,7,7,8,7,5,3,5,84
250390 CAMALAU,4,2,1,2,1,2,2,1,NA,NA,15
250400 CAMPINA GRANDE,426,206,297,374,338,396,393,403,513,864,4210
250403 CAPIM,7,14,20,8,5,NA,2,NA,2,2,60
250407 CARAUBAS,3,1,1,3,3,4,8,2,1,4,30
250410 CARRAPATEIRA,1,5,NA,NA,NA,1,2,1,2,1,13
250415 CASSERENGUE,3,4,1,2,4,1,1,2,2,2,22
250420 CATINGUEIRA,8,8,6,1,1,1,NA,1,1,5,32
250430 CATOLE DO ROCHA,12,7,19,25,28,26,16,17,33,16,199
250435 CATURITE,1,3,NA,3,2,9,1,6,4,5,34
250440 CONCEICAO,54,38,19,16,13,NA,6,3,2,1,152
250450 CONDADO,4,11,10,3,5,NA,1,2,2,1,39
250460 CONDE,19,16,29,8,8,10,31,46,23,22,212
250470 CONGO,2,1,2,NA,4,2,6,2,2,1,22
250480 COREMAS,7,15,9,3,6,NA,NA,NA,7,4,51
250485 COXIXOLA,NA,1,1,8,1,4,8,6,1,2,32
250490 CRUZ DO ESPIRITO SANTO,12,8,16,16,6,7,6,13,4,2,90
250500 CUBATI,10,3,4,5,5,3,4,6,6,4,50
250510 CUITE,34,8,11,10,5,3,8,6,7,10,102
250520 CUITEGI,8,5,5,3,4,4,1,2,3,3,38
250523 CUITE DE MAMANGUAPE,6,13,16,9,2,1,NA,2,NA,1,50
250527 CURRAL DE CIMA,10,19,10,2,1,NA,2,NA,1,1,46
250530 CURRAL VELHO,9,9,6,15,9,1,NA,NA,NA,1,50
250535 DAMIAO,2,1,5,1,2,1,2,4,5,2,25
250540 DESTERRO,13,17,8,5,6,1,NA,2,4,2,58
250550 VISTA SERRANA,1,2,4,NA,NA,NA,1,NA,2,1,11
250560 DIAMANTE,32,47,23,29,17,3,3,1,1,3,159
250570 DONA INES,6,10,9,4,8,7,5,8,3,NA,60
250580 DUAS ESTRADAS,4,2,1,5,1,2,3,2,4,4,28
250590 EMAS,2,4,2,NA,4,NA,1,NA,1,NA,14
250600 ESPERANCA,25,11,14,25,12,19,22,14,22,47,211
250610 FAGUNDES,8,2,7,7,6,5,7,14,8,12,76
250620 FREI MARTINHO,2,1,4,1,NA,1,NA,1,1,NA,11
250625 GADO BRAVO,9,5,2,5,2,NA,6,2,5,8,44
250630 GUARABIRA,62,54,38,22,16,16,7,17,25,26,283
250640 GURINHEM,33,42,33,22,10,30,20,28,12,12,242
250650 GURJAO,1,1,NA,6,3,2,3,4,2,1,23
250660 IBIARA,25,20,15,8,10,1,NA,NA,2,1,82
250670 IMACULADA,16,14,7,4,7,NA,1,4,7,5,65
250680 INGA,7,11,8,15,10,9,7,18,14,24,123
250690 ITABAIANA,59,82,65,50,28,37,45,29,17,26,438
250700 ITAPORANGA,129,137,120,151,78,11,2,1,5,11,645
250710 ITAPOROROCA,26,50,29,21,5,3,8,5,5,1,153
250720 ITATUBA,9,11,5,8,3,9,10,9,10,10,84
250730 JACARAU,17,40,22,22,6,1,1,4,1,3,117
250740 JERICO,4,4,12,10,13,8,4,3,5,8,71
250750 JOAO PESSOA,875,791,928,431,334,397,1287,1440,794,921,8198
250760 JUAREZ TAVORA,6,5,2,6,5,3,7,5,2,7,48
250770 JUAZEIRINHO,36,11,14,27,17,17,9,15,27,19,192
250780 JUNCO DO SERIDO,2,NA,2,3,4,3,4,5,1,4,28
250790 JURIPIRANGA,26,39,31,36,25,27,24,18,8,7,241
250800 JURU,6,11,2,7,9,2,3,3,3,3,49
250810 LAGOA,NA,3,1,NA,2,NA,1,2,NA,1,10
250820 LAGOA DE DENTRO,11,11,6,9,8,5,3,7,12,5,77
250830 LAGOA SECA,34,8,12,17,23,24,24,14,18,29,203
250840 LASTRO,1,9,8,1,4,NA,NA,NA,NA,NA,23
250850 LIVRAMENTO,25,12,17,17,10,5,1,4,4,4,99
250855 LOGRADOURO,4,4,2,4,NA,1,NA,NA,1,4,20
250860 LUCENA,7,16,24,17,6,4,10,16,11,9,120
250870 MAE D'AGUA,2,1,5,NA,NA,NA,NA,NA,2,4,14
250880 MALTA,5,5,5,1,2,1,NA,2,3,4,28
250890 MAMANGUAPE,55,126,104,66,20,3,10,8,6,8,406
250900 MANAIRA,11,18,24,7,15,3,3,3,4,6,94
250905 MARCACAO,11,27,22,11,4,NA,6,2,NA,4,87
250910 MARI,19,13,16,16,7,3,7,11,8,7,107
250915 MARIZOPOLIS,2,8,11,3,1,NA,NA,1,2,NA,28
250920 MASSARANDUBA,20,6,9,9,12,14,9,7,10,17,113
250930 MATARACA,15,27,29,13,3,NA,7,NA,NA,2,96
250933 MATINHAS,7,3,1,9,4,5,5,3,4,2,43
250937 MATO GROSSO,1,NA,1,1,1,2,2,3,3,3,17
250939 MATUREIA,8,9,6,7,6,NA,NA,3,1,2,42
250940 MOGEIRO,19,24,24,14,17,18,13,10,19,21,179
250950 MONTADAS,7,2,1,6,3,7,2,4,8,7,47
250960 MONTE HOREBE,2,4,5,4,8,3,5,1,2,3,37
250970 MONTEIRO,16,12,7,8,10,6,10,3,6,4,82
250980 MULUNGU,8,5,4,10,2,3,2,2,4,1,41
250990 NATUBA,11,4,7,7,6,6,4,4,2,5,56
251000 NAZAREZINHO,6,6,13,4,2,NA,NA,NA,1,NA,32
251010 NOVA FLORESTA,26,8,11,7,8,7,1,4,10,9,91
251020 NOVA OLINDA,6,4,4,2,1,2,NA,2,NA,2,23
251030 NOVA PALMEIRA,4,2,3,2,1,NA,1,2,NA,2,17
251040 OLHO D'AGUA,10,9,9,6,1,1,NA,1,1,3,41
251050 OLIVEDOS,7,2,NA,NA,1,1,NA,1,1,3,16
251060 OURO VELHO,NA,NA,NA,1,NA,2,1,NA,NA,2,6
251065 PARARI,NA,NA,NA,4,2,NA,8,2,NA,1,17
251070 PASSAGEM,4,2,2,1,4,NA,NA,NA,3,2,18
251080 PATOS,161,173,115,55,79,10,NA,15,25,45,678
251090 PAULISTA,2,3,9,3,3,NA,3,12,2,5,42
251100 PEDRA BRANCA,20,17,21,15,13,2,1,NA,1,2,92
251110 PEDRA LAVRADA,2,NA,3,1,3,2,2,2,2,4,21
251120 PEDRAS DE FOGO,32,20,30,24,19,9,18,15,6,13,186
251130 PIANCO,14,17,10,10,9,3,3,11,4,NA,81
251140 PICUI,13,4,10,15,5,4,3,8,10,8,80
251150 PILAR,14,22,18,26,19,18,25,32,19,20,213
251160 PILOES,16,6,7,5,2,2,3,6,5,8,60
251170 PILOEZINHOS,2,NA,4,1,4,1,NA,1,1,1,15
251180 PIRPIRITUBA,12,6,4,13,7,4,NA,4,6,6,62
251190 PITIMBU,23,11,18,9,11,2,18,24,8,5,129
251200 POCINHOS,16,9,11,13,16,18,13,15,14,30,155
251203 POCO DANTAS,1,3,5,3,3,2,NA,2,3,2,24
251207 POCO DE JOSE DE MOURA,NA,2,3,4,4,2,7,4,1,2,29
251210 POMBAL,5,2,3,7,4,1,3,17,3,30,75
251220 PRATA,1,1,NA,NA,NA,NA,NA,1,NA,NA,3
251230 PRINCESA ISABEL,18,32,34,10,21,8,4,5,13,9,154
251240 PUXINANA,15,7,5,9,7,8,11,8,12,28,110
251250 QUEIMADAS,22,21,23,35,26,30,26,26,20,29,258
251260 QUIXABA,1,2,NA,2,NA,1,NA,NA,NA,NA,6
251270 REMIGIO,15,13,7,17,11,18,21,15,9,22,148
251272 PEDRO REGIS,6,13,18,3,1,NA,NA,1,1,1,44
251274 RIACHAO,2,5,2,3,NA,1,NA,3,NA,2,18
251275 RIACHAO DO BACAMARTE,5,3,5,2,2,2,1,1,3,8,32
251276 RIACHAO DO POCO,5,5,2,4,2,2,NA,1,1,3,25
251278 RIACHO DE SANTO ANTONIO,3,2,NA,2,2,1,2,1,3,3,19
251280 RIACHO DOS CAVALOS,5,7,2,5,8,5,14,6,7,5,64
251290 RIO TINTO,20,47,61,33,13,1,5,14,13,6,213
251300 SALGADINHO,7,6,5,4,4,1,NA,NA,1,2,30
251310 SALGADO DE SAO FELIX,20,22,25,17,8,21,24,19,7,9,172
251315 SANTA CECILIA,2,1,1,3,2,4,3,3,5,5,29
251320 SANTA CRUZ,9,7,9,1,2,1,NA,1,4,NA,34
251330 SANTA HELENA,NA,1,3,2,NA,5,6,1,2,2,22
251335 SANTA INES,15,15,9,5,9,NA,2,NA,2,2,59
251340 SANTA LUZIA,9,13,12,10,5,1,2,6,7,5,70
251350 SANTANA DE MANGUEIRA,17,13,9,13,11,1,NA,NA,1,NA,65
251360 SANTANA DOS GARROTES,4,7,6,2,3,2,1,2,NA,2,29
251365 JOCA CLAUDINO,1,NA,NA,NA,NA,2,3,1,2,NA,9
251370 SANTA RITA,133,144,239,183,93,84,126,169,95,55,1321
251380 SANTA TERESINHA,6,3,3,2,3,NA,NA,NA,NA,3,20
251385 SANTO ANDRE,NA,1,1,3,1,1,NA,1,NA,3,11
251390 SAO BENTO,16,13,11,17,21,18,27,16,34,20,193
251392 SAO BENTINHO,1,1,NA,1,NA,NA,NA,2,1,4,10
251394 SAO DOMINGOS DO CARIRI,5,NA,3,1,4,1,NA,NA,2,2,18
251396 SAO DOMINGOS,1,1,NA,NA,NA,NA,NA,3,NA,2,7
251398 SAO FRANCISCO,3,5,9,1,NA,NA,NA,NA,NA,NA,18
251400 SAO JOAO DO CARIRI,3,4,6,8,10,12,20,8,3,4,78
251410 SAO JOAO DO TIGRE,NA,2,1,2,NA,NA,NA,NA,1,1,7
251420 SAO JOSE DA LAGOA TAPADA,5,13,22,2,7,3,NA,NA,NA,1,53
251430 SAO JOSE DE CAIANA,35,45,36,33,14,3,3,1,2,2,174
251440 SAO JOSE DE ESPINHARAS,4,9,5,2,NA,NA,NA,NA,4,4,28
251445 SAO JOSE DOS RAMOS,6,14,16,6,4,5,11,4,3,11,80
251450 SAO JOSE DE PIRANHAS,7,16,11,9,11,13,15,10,6,3,101
251455 SAO JOSE DE PRINCESA,1,NA,1,NA,1,NA,2,1,1,NA,7
251460 SAO JOSE DO BONFIM,6,2,6,NA,3,NA,NA,1,3,5,26
251465 SAO JOSE DO BREJO DO CRUZ,NA,NA,2,NA,NA,1,2,2,3,1,11
251470 SAO JOSE DO SABUGI,2,3,1,3,2,NA,1,NA,2,1,15
251480 SAO JOSE DOS CORDEIROS,2,4,6,11,10,16,20,20,NA,1,90
251490 SAO MAMEDE,8,12,10,NA,8,NA,NA,NA,4,2,44
251500 SAO MIGUEL DE TAIPU,4,8,6,5,6,3,9,10,10,9,70
251510 SAO SEBASTIAO DE LAGOA DE ROCA,13,3,5,5,13,10,9,8,8,13,87
251520 SAO SEBASTIAO DO UMBUZEIRO,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2
251530 SAPE,65,63,47,20,17,16,31,41,15,25,340
251540 SAO VICENTE DO SERIDO,18,5,10,9,4,7,7,8,11,12,91
251550 SERRA BRANCA,10,2,47,48,80,81,78,75,4,2,427
251560 SERRA DA RAIZ,3,3,2,1,2,1,NA,1,1,4,18
251570 SERRA GRANDE,18,12,15,16,12,1,NA,NA,NA,NA,74
251580 SERRA REDONDA,9,3,7,3,5,4,5,2,2,9,49
251590 SERRARIA,3,5,3,3,NA,NA,1,1,3,3,22
251593 SERTAOZINHO,4,4,5,3,2,2,NA,NA,5,5,30
251597 SOBRADO,3,6,6,5,2,3,1,5,1,6,38
251600 SOLANEA,19,7,8,10,9,8,8,9,8,16,102
251610 SOLEDADE,22,11,8,13,12,11,12,18,18,15,140
251615 SOSSEGO,2,1,2,NA,1,NA,1,NA,3,5,15
251620 SOUSA,62,119,160,29,51,5,5,4,6,3,444
251630 SUME,4,3,13,3,7,13,5,5,5,3,61
251640 TACIMA,4,6,4,6,3,1,NA,3,3,1,31
251650 TAPEROA,40,40,33,51,30,6,18,10,11,13,252
251660 TAVARES,18,21,19,13,16,8,4,1,4,3,107
251670 TEIXEIRA,23,30,9,8,16,1,NA,9,9,8,113
251675 TENORIO,6,3,3,2,2,3,1,2,1,2,25
251680 TRIUNFO,3,4,8,5,6,8,12,1,3,2,52
251690 UIRAUNA,14,8,4,3,5,8,14,4,2,4,66
251700 UMBUZEIRO,6,7,5,4,7,6,7,3,4,6,55
251710 VARZEA,NA,4,NA,NA,2,NA,NA,NA,2,NA,8
251720 VIEIROPOLIS,1,3,8,3,1,2,NA,NA,NA,1,19
251740 ZABELE,1,NA,NA,1,2,3,NA,1,2,NA,10
 MUNICIPIO IGNORADO NA PE,1,NA,1,1,1,3,1,3,1,2,14
260005 ABREU E LIMA,224,65,144,88,72,71,69,82,102,76,993
260010 AFOGADOS DA INGAZEIRA,5,77,7,4,5,11,11,NA,1,8,129
260020 AFRANIO,11,4,8,83,7,2,6,NA,4,2,127
260030 AGRESTINA,17,9,15,8,4,9,6,15,4,6,93
260040 AGUA PRETA,52,15,25,43,30,34,37,16,6,7,265
260050 AGUAS BELAS,92,69,37,39,14,12,12,12,8,38,333
260060 ALAGOINHA,6,5,6,7,7,6,8,10,4,5,64
260070 ALIANCA,34,25,19,23,16,18,17,19,13,18,202
260080 ALTINHO,10,4,4,8,6,4,8,1,3,5,53
260090 AMARAJI,40,11,26,14,11,7,9,13,13,8,152
260100 ANGELIM,7,2,3,7,4,2,2,4,1,13,45
260105 ARACOIABA,28,22,12,13,10,14,22,14,13,12,160
260110 ARARIPINA,51,97,61,21,24,18,30,23,10,6,341
260120 ARCOVERDE,47,52,38,55,54,61,55,50,31,39,482
260130 BARRA DE GUABIRABA,7,10,5,8,7,12,1,3,9,1,63
260140 BARREIROS,61,43,31,46,53,45,34,26,26,17,382
260150 BELEM DE MARIA,4,4,5,7,7,4,8,7,3,2,51
260160 BELEM DE SAO FRANCISCO,19,18,24,19,5,15,7,17,11,14,149
260170 BELO JARDIM,32,25,22,21,21,15,25,15,17,15,208
260180 BETANIA,12,13,9,14,5,6,5,5,3,2,74
260190 BEZERROS,166,73,28,25,40,38,53,34,17,37,511
260200 BODOCO,35,42,12,26,22,13,5,7,13,12,187
260210 BOM CONSELHO,67,32,11,19,22,14,13,21,9,25,233
260220 BOM JARDIM,8,19,17,17,9,22,8,11,13,4,128
260230 BONITO,17,13,9,11,12,14,14,10,7,12,119
260240 BREJAO,4,3,6,8,3,1,NA,5,3,11,44
260250 BREJINHO,4,NA,2,NA,NA,1,3,1,1,3,15
260260 BREJO DA MADRE DE DEUS,25,20,22,17,15,25,19,7,17,17,184
260270 BUENOS AIRES,16,11,8,5,10,13,5,6,2,3,79
260280 BUIQUE,29,37,50,52,45,41,39,24,12,32,361
260290 CABO DE SANTO AGOSTINHO,192,188,180,180,165,161,95,76,73,59,1369
260300 CABROBO,11,10,10,15,9,10,6,2,7,5,85
260310 CACHOEIRINHA,7,7,2,5,7,6,8,5,5,5,57
260320 CAETES,6,14,9,5,2,49,15,13,6,41,160
260330 CALCADO,4,1,14,4,1,3,2,3,3,14,49
260340 CALUMBI,5,6,7,9,4,1,2,2,2,1,39
260345 CAMARAGIBE,150,112,82,91,60,71,48,38,43,53,748
260350 CAMOCIM DE SAO FELIX,11,3,5,4,15,4,7,4,7,18,78
260360 CAMUTANGA,5,10,16,9,10,7,4,2,2,NA,65
260370 CANHOTINHO,9,8,15,22,6,3,10,5,2,11,91
260380 CAPOEIRAS,5,8,4,7,4,4,4,9,8,19,72
260390 CARNAIBA,1,26,3,5,3,1,1,2,1,1,44
260392 CARNAUBEIRA DA PENHA,6,9,4,5,11,4,5,4,5,2,55
260400 CARPINA,83,75,57,62,48,47,30,30,31,26,489
260410 CARUARU,36,39,24,27,19,24,38,60,51,48,366
260415 CASINHAS,3,2,2,1,2,7,2,2,2,2,25
260420 CATENDE,53,22,23,44,22,24,18,17,14,17,254
260430 CEDRO,13,12,4,5,3,2,7,4,3,3,56
260440 CHA DE ALEGRIA,10,6,8,4,4,7,5,3,3,2,52
260450 CHA GRANDE,11,7,10,9,10,7,7,5,9,7,82
260460 CONDADO,40,45,39,35,31,18,15,16,2,11,252
260470 CORRENTES,10,23,14,5,9,16,7,6,5,37,132
260480 CORTES,9,14,11,10,11,5,5,5,5,7,82
260490 CUMARU,6,5,1,1,6,4,4,3,5,1,36
260500 CUPIRA,8,8,15,5,12,9,7,6,3,4,77
260510 CUSTODIA,12,9,9,16,11,88,12,12,8,4,181
260515 DORMENTES,5,2,4,7,5,NA,2,NA,2,5,32
260520 ESCADA,145,76,162,87,64,24,33,39,24,20,674
260530 EXU,27,21,9,10,2,11,10,7,5,9,111
260540 FEIRA NOVA,22,9,10,12,13,10,6,8,4,1,95
260545 FERNANDO DE NORONHA,1,2,1,1,1,1,NA,2,NA,1,10
260550 FERREIROS,3,9,15,8,10,9,4,4,5,2,69
260560 FLORES,4,10,7,16,6,6,5,6,5,1,66
260570 FLORESTA,20,26,20,21,30,22,19,19,12,11,200
260580 FREI MIGUELINHO,1,1,2,1,2,2,2,4,4,2,21
